datetime,season,weather,temp,humidity,windspeed,casual,registered,count,hour,day,month,day_of_week,is_holiday,is_peak_hour,is_weekend,zone_0,zone_1,zone_2,zone_3
2011-01-01 00:00:00,3,2,7.653428306022466,77.5837431949997,18.78370259462514,5,128,315.73177772676775,0,1,1,5,0,0,1,True,False,False,False
2011-01-01 01:00:00,4,3,13.269243731105728,77.5837431949997,14.035244796085728,36,184,340.4570929642544,1,1,1,5,0,0,1,True,False,False,False
2011-01-01 02:00:00,1,3,30.88692174117425,77.5837431949997,45.36508027377819,34,97,224.27859468934304,2,1,1,5,0,0,1,True,False,False,False
2011-01-01 03:00:00,3,1,10.463376705467018,79.32402811896448,25.3471677841029,6,47,132.16954945773406,3,1,1,5,0,0,1,False,True,False,False
2011-01-01 04:00:00,3,4,30.214782565112404,81.06431304292926,20.28898166364012,14,199,315.86713728160487,4,1,1,5,0,0,1,True,False,False,False
2011-01-01 05:00:00,4,1,7.3205877148755025,82.80459796689404,28.498987905385828,20,20,103.66436782546523,5,1,1,5,0,0,1,False,True,False,False
2011-01-01 06:00:00,1,4,33.22305956438679,84.54488289085882,39.778733748524985,37,158,348.6420275823583,6,1,1,5,0,0,1,True,False,False,False
2011-01-01 07:00:00,1,1,17.395275684735992,74.5141420945286,44.27820013408039,35,185,333.1396443041833,7,1,1,5,0,1,1,True,False,False,False
2011-01-01 08:00:00,3,3,22.477229734155152,96.83820203554646,43.26683026703756,22,174,293.5913105077834,8,1,1,5,0,1,1,True,False,False,False
2011-01-01 09:00:00,2,1,14.299058682830966,94.53772715866997,31.62795081660847,28,22,181.63908948186807,9,1,1,5,0,1,1,True,False,False,False
2011-01-01 10:00:00,3,4,6.120887631506779,92.23725228179347,19.98907136617938,12,90,180.6431717430795,10,1,1,5,0,1,1,True,False,False,False
2011-01-01 11:00:00,3,2,7.620084802810767,89.93677740491698,25.372664686351737,4,6,75.63868863107115,11,1,1,5,0,0,1,False,True,False,False
2011-01-01 12:00:00,3,4,9.119281974114754,87.63630252804049,30.75625800652409,46,127,269.4423451046654,12,1,1,5,0,0,1,True,False,False,False
2011-01-01 13:00:00,3,2,10.61847914541874,85.335827651164,36.13985132669645,38,48,190.2015076577594,13,1,1,5,0,0,1,False,True,False,False
2011-01-01 14:00:00,4,3,17.060976128134026,83.0353527742875,38.59250982326887,38,98,252.3216451635836,14,1,1,5,0,0,1,True,False,False,False
2011-01-01 15:00:00,1,4,21.62200886617755,80.73487789741101,20.217068847675083,41,30,127.14458213033066,15,1,1,5,0,0,1,False,True,False,False
2011-01-01 16:00:00,4,1,26.76669378664042,78.43440302053452,30.5215356099225,44,124,254.7722752359694,16,1,1,5,0,0,1,True,False,False,False
2011-01-01 17:00:00,4,4,25.41662276437672,76.13392814365803,51.88802002677291,42,174,223.98669670087412,17,1,1,5,0,1,1,True,False,False,False
2011-01-01 18:00:00,4,2,21.547851987324528,73.83345326678153,18.323448472797136,0,92,157.049025564652,18,1,1,5,0,1,1,False,True,False,False
2011-01-01 19:00:00,3,3,14.635064740257793,71.53297838990504,33.06837726571713,19,195,336.006206725654,19,1,1,5,0,1,1,True,False,False,False
2011-01-01 20:00:00,2,1,22.256741648790324,87.43218278010828,56.33401671024024,42,34,205.4079948119781,20,1,1,5,0,1,1,True,False,False,False
2011-01-01 21:00:00,1,4,17.109663439527203,83.71729492317071,34.0222264984401,0,33,99.34594414311076,21,1,1,5,0,0,1,False,True,False,False
2011-01-01 22:00:00,2,2,30.52204433904019,80.00240706623316,45.0786332175418,34,185,309.89680317609043,22,1,1,5,0,0,1,True,False,False,False
2011-01-01 23:00:00,4,1,9.183263404089328,76.2875192092956,49.50145178656755,39,14,154.43198353642103,23,1,1,5,0,0,1,False,True,False,False
2011-01-02 00:00:00,4,3,4.2197661300824345,72.57263135235803,19.730753372352773,44,77,254.0359620609273,0,2,1,6,0,0,1,False,True,False,False
2011-01-02 01:00:00,2,1,24.9061485150106,73.29177915828825,20.525256771747863,6,84,236.594362673464,1,2,1,6,0,0,1,True,False,False,False
2011-01-02 02:00:00,2,3,8.918087889122686,74.01092696421848,48.71699031212694,34,70,209.3428428765272,2,2,1,6,0,0,1,False,True,False,False
2011-01-02 03:00:00,2,1,32.607242739030305,74.7300747701487,47.68630697543661,33,80,205.96073384422783,3,2,1,6,0,0,1,True,False,False,False
2011-01-02 04:00:00,4,4,29.73034092894516,75.44922257607894,12.519018501066018,49,169,275.4972832828948,4,2,1,6,0,0,1,True,False,False,False
2011-01-02 05:00:00,4,2,6.884002361789061,76.16837038200916,26.003300740622453,4,145,253.07902634370987,5,2,1,6,0,0,1,False,True,False,False
2011-01-02 06:00:00,1,4,7.159748133735641,76.88751818793938,28.890276838684294,28,37,228.1134818356801,6,2,1,6,0,0,1,False,True,False,False
2011-01-02 07:00:00,1,4,23.74348916633405,77.60666599386961,52.47460608302434,49,63,251.60044048470044,7,2,1,6,0,1,1,True,False,False,False
2011-01-02 08:00:00,4,3,23.43770972734193,78.32581379979983,30.303231473612456,47,28,181.1692697718561,8,2,1,6,0,1,1,True,False,False,False
2011-01-02 09:00:00,2,3,11.325053636864494,77.43299374386757,55.15916162292737,26,117,253.0537117348848,9,2,1,6,0,1,1,True,False,False,False
2011-01-02 10:00:00,2,3,28.341336573475047,78.93539179318198,60.64691905432248,6,114,200.32574290278168,10,2,1,6,0,1,1,True,False,False,False
2011-01-02 11:00:00,1,4,20.6103306384299,88.91767866279767,49.61314382305963,0,9,99.29602082856404,11,2,1,6,0,0,1,True,False,False,False
2011-01-02 12:00:00,4,1,14.762102842682795,87.54369698469391,87.38428525913174,8,16,129.46692056834635,12,2,1,6,0,0,1,False,True,False,False
